Year,Sex,Age,Population
2024,Female,61,"37,925"
2024,Female,62,"36,774"
2024,Female,63,"37,234"
2024,Female,64,"36,637"
2024,Female,65,"35,793"
2024,Female,66,"35,377"
2024,Female,67,"34,475"
2024,Female,68,"33,525"
2024,Female,69,"33,135"
2024,Female,70,"31,456"
2024,Female,71,"29,871"
2024,Female,72,"28,651"
2024,Female,73,"27,927"
2024,Female,74,"27,505"
2024,Female,75,"26,186"
2024,Female,76,"25,683"
2024,Female,77,"25,333"
2024,Female,78,"20,609"
2024,Female,79,"18,874"
2024,Female,80,"18,155"
2024,Female,81,"16,832"
2024,Female,82,"15,089"
2024,Female,83,"14,313"
2024,Female,84,"12,700"
2024,Female,85,"11,615"
2024,Female,86,"10,858"
2024,Female,87,"9,934"
2024,Female,88,"9,016"
2024,Female,89,"7,991"
2024,Female,90,"7,073"
2024,Female,91,"6,474"
2024,Female,92,"5,653"
2024,Female,93,"5,029"
2024,Female,94,"4,206"
2024,Female,95,"3,389"
2024,Female,96,"2,687"
2024,Female,97,"2,146"
2024,Female,98,"1,632"
2024,Female,99,"1,266"
2024,Female,100+,"3,111"
2025,Male,0,"25,502"
2025,Male,1,"25,615"
2025,Male,2,"25,688"
2025,Male,3,"25,736"
2025,Male,4,"25,768"
2025,Male,5,"25,786"
2025,Male,6,"25,761"
2025,Male,7,"25,676"
2025,Male,8,"25,601"
2025,Male,9,"25,519"
2025,Male,10,"25,512"
2025,Male,11,"25,438"
2025,Male,12,"25,782"
2025,Male,13,"25,672"
2025,Male,14,"25,668"
2025,Male,15,"26,640"
2025,Male,16,"26,973"
2025,Male,17,"26,907"
2025,Male,18,"26,713"
2025,Male,19,"26,275"
2025,Male,20,"26,343"
2025,Male,21,"26,843"
2025,Male,22,"27,185"
2025,Male,23,"27,529"
2025,Male,24,"28,430"
2025,Male,25,"30,120"
2025,Male,26,"31,736"
2025,Male,27,"33,340"
2025,Male,28,"35,846"
2025,Male,29,"39,361"
2025,Male,30,"40,698"
2025,Male,31,"40,777"
2025,Male,32,"40,306"
2025,Male,33,"39,419"
2025,Male,34,"38,575"
2025,Male,35,"37,938"
2025,Male,36,"37,241"
2025,Male,37,"35,924"
2025,Male,38,"35,169"
2025,Male,39,"36,116"
2025,Male,40,"36,378"
2025,Male,41,"35,877"
2025,Male,42,"35,703"
2025,Male,43,"35,243"
2025,Male,44,"35,385"
2025,Male,45,"34,689"
2025,Male,46,"33,289"
2025,Male,47,"32,171"
2025,Male,48,"31,914"
2025,Male,49,"31,758"
2025,Male,50,"31,538"
2025,Male,51,"30,626"
2025,Male,52,"31,014"
2025,Male,53,"31,268"
2025,Male,54,"33,345"
2025,Male,55,"33,160"
2025,Male,56,"32,630"
2025,Male,57,"31,717"
2025,Male,58,"31,218"
2025,Male,59,"31,876"
2025,Male,60,"33,679"
2025,Male,61,"34,794"
2025,Male,62,"35,788"
2025,Male,63,"34,385"
2025,Male,64,"34,852"
2025,Male,65,"33,992"
2025,Male,66,"32,985"
2025,Male,67,"33,081"
2025,Male,68,"32,021"
2025,Male,69,"31,591"
2025,Male,70,"30,595"
2025,Male,71,"29,367"
2025,Male,72,"28,115"
2025,Male,73,"27,047"
2025,Male,74,"26,216"
2025,Male,75,"25,343"
2025,Male,76,"24,037"
2025,Male,77,"23,564"
2025,Male,78,"22,492"
2025,Male,79,"18,166"
2025,Male,80,"16,278"
2025,Male,81,"15,376"
2025,Male,82,"13,848"
2025,Male,83,"12,068"
2025,Male,84,"10,945"
2025,Male,85,"9,780"
2025,Male,86,"8,781"
2025,Male,87,"7,767"
2025,Male,88,"6,920"
2025,Male,89,"6,288"
2025,Male,90,"5,487"
2025,Male,91,"4,665"
2025,Male,92,"4,102"
2025,Male,93,"3,490"
2025,Male,94,"2,899"
2025,Male,95,"2,277"
2025,Male,96,"1,679"
2025,Male,97,"1,286"
2025,Male,98,978
2025,Male,99,670
2025,Male,100+,"1,519"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2025,Female,0,"24,268"
2025,Female,1,"24,377"
2025,Female,2,"24,435"
2025,Female,3,"24,461"
2025,Female,4,"24,471"
2025,Female,5,"24,453"
2025,Female,6,"24,403"
2025,Female,7,"24,302"
2025,Female,8,"24,213"
2025,Female,9,"24,104"
2025,Female,10,"23,882"
2025,Female,11,"23,762"
2025,Female,12,"24,174"
2025,Female,13,"24,026"
2025,Female,14,"24,295"
2025,Female,15,"24,189"
2025,Female,16,"24,808"
2025,Female,17,"25,032"
2025,Female,18,"24,821"
2025,Female,19,"24,798"
2025,Female,20,"25,025"
2025,Female,21,"25,498"
2025,Female,22,"26,021"
2025,Female,23,"26,417"
2025,Female,24,"27,725"
2025,Female,25,"29,266"
2025,Female,26,"31,220"
2025,Female,27,"32,939"
2025,Female,28,"34,430"
2025,Female,29,"37,748"
2025,Female,30,"38,470"
2025,Female,31,"38,614"
2025,Female,32,"38,679"
2025,Female,33,"38,481"
2025,Female,34,"38,026"
2025,Female,35,"39,188"
2025,Female,36,"38,481"
2025,Female,37,"37,821"
2025,Female,38,"37,496"
2025,Female,39,"37,642"
2025,Female,40,"37,925"
2025,Female,41,"37,645"
2025,Female,42,"37,502"
2025,Female,43,"37,171"
2025,Female,44,"36,285"
2025,Female,45,"35,170"
2025,Female,46,"34,120"
2025,Female,47,"33,108"
2025,Female,48,"32,661"
2025,Female,49,"33,008"
2025,Female,50,"32,772"
2025,Female,51,"32,293"
2025,Female,52,"32,620"
2025,Female,53,"32,869"
2025,Female,54,"35,489"
2025,Female,55,"35,153"
2025,Female,56,"35,207"
2025,Female,57,"33,939"
2025,Female,58,"32,980"
2025,Female,59,"34,343"
2025,Female,60,"35,935"
2025,Female,61,"37,845"
2025,Female,62,"37,949"
2025,Female,63,"36,747"
2025,Female,64,"37,183"
2025,Female,65,"36,583"
2025,Female,66,"35,737"
2025,Female,67,"35,310"
2025,Female,68,"34,357"
2025,Female,69,"33,364"
2025,Female,70,"32,872"
2025,Female,71,"31,173"
2025,Female,72,"29,604"
2025,Female,73,"28,369"
2025,Female,74,"27,576"
2025,Female,75,"27,113"
2025,Female,76,"25,705"
2025,Female,77,"25,208"
2025,Female,78,"24,816"
2025,Female,79,"20,122"
2025,Female,80,"18,377"
2025,Female,81,"17,570"
2025,Female,82,"16,265"
2025,Female,83,"14,510"
2025,Female,84,"13,732"
2025,Female,85,"12,182"
2025,Female,86,"11,057"
2025,Female,87,"10,251"
2025,Female,88,"9,310"
2025,Female,89,"8,283"
2025,Female,90,"7,350"
2025,Female,91,"6,400"
2025,Female,92,"5,798"
2025,Female,93,"5,006"
2025,Female,94,"4,376"
2025,Female,95,"3,543"
2025,Female,96,"2,796"
2025,Female,97,"2,218"
2025,Female,98,"1,666"
2025,Female,99,"1,312"
2025,Female,100+,"3,349"
2026,Male,0,"25,598"
2026,Male,1,"25,754"
2026,Male,2,"25,868"
2026,Male,3,"25,953"
2026,Male,4,"26,009"
2026,Male,5,"26,063"
2026,Male,6,"26,066"
2026,Male,7,"26,044"
2026,Male,8,"25,959"
2026,Male,9,"25,893"
2026,Male,10,"25,819"
2026,Male,11,"25,805"
2026,Male,12,"25,734"
2026,Male,13,"26,079"
2026,Male,14,"25,971"
2026,Male,15,"25,946"
2026,Male,16,"26,934"
2026,Male,17,"27,239"
2026,Male,18,"27,219"
2026,Male,19,"27,126"
2026,Male,20,"26,770"
2026,Male,21,"26,852"
2026,Male,22,"27,410"
2026,Male,23,"27,773"
2026,Male,24,"28,147"
2026,Male,25,"29,158"
2026,Male,26,"30,828"
2026,Male,27,"32,483"
2026,Male,28,"34,102"
2026,Male,29,"36,554"
2026,Male,30,"40,037"
2026,Male,31,"41,331"
2026,Male,32,"41,349"
2026,Male,33,"40,813"
2026,Male,34,"39,933"
2026,Male,35,"39,057"
2026,Male,36,"38,391"
2026,Male,37,"37,670"
2026,Male,38,"36,304"
2026,Male,39,"35,563"
2026,Male,40,"36,480"
2026,Male,41,"36,701"
2026,Male,42,"36,192"
2026,Male,43,"36,007"
2026,Male,44,"35,471"
2026,Male,45,"35,585"
2026,Male,46,"34,814"
2026,Male,47,"33,425"
2026,Male,48,"32,266"
2026,Male,49,"31,956"
2026,Male,50,"31,763"
2026,Male,51,"31,568"
2026,Male,52,"30,628"
2026,Male,53,"31,014"
2026,Male,54,"31,255"
2026,Male,55,"33,350"
2026,Male,56,"33,149"
2026,Male,57,"32,633"
2026,Male,58,"31,693"
2026,Male,59,"31,189"
2026,Male,60,"31,820"
2026,Male,61,"33,584"
2026,Male,62,"34,648"
2026,Male,63,"35,681"
2026,Male,64,"34,201"
2026,Male,65,"34,654"
2026,Male,66,"33,749"
2026,Male,67,"32,765"
2026,Male,68,"32,845"
2026,Male,69,"31,749"
2026,Male,70,"31,297"
2026,Male,71,"30,235"
2026,Male,72,"28,982"
2026,Male,73,"27,702"
2026,Male,74,"26,526"
2026,Male,75,"25,593"
2026,Male,76,"24,727"
2026,Male,77,"23,355"
2026,Male,78,"22,764"
2026,Male,79,"21,620"
2026,Male,80,"17,394"
2026,Male,81,"15,539"
2026,Male,82,"14,618"
2026,Male,83,"13,081"
2026,Male,84,"11,471"
2026,Male,85,"10,304"
2026,Male,86,"9,145"
2026,Male,87,"8,107"
2026,Male,88,"7,159"
2026,Male,89,"6,292"
2026,Male,90,"5,736"
2026,Male,91,"4,839"
2026,Male,92,"4,126"
2026,Male,93,"3,513"
2026,Male,94,"2,991"
2026,Male,95,"2,452"
2026,Male,96,"1,813"
2026,Male,97,"1,377"
2026,Male,98,"1,064"
2026,Male,99,737
2026,Male,100+,"1,690"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2026,Female,0,"24,360"
2026,Female,1,"24,510"
2026,Female,2,"24,606"
2026,Female,3,"24,669"
2026,Female,4,"24,700"
2026,Female,5,"24,717"
2026,Female,6,"24,695"
2026,Female,7,"24,653"
2026,Female,8,"24,548"
2026,Female,9,"24,461"
2026,Female,10,"24,346"
2026,Female,11,"24,153"
2026,Female,12,"24,041"
2026,Female,13,"24,425"
2026,Female,14,"24,290"
2026,Female,15,"24,578"
2026,Female,16,"24,467"
2026,Female,17,"25,087"
2026,Female,18,"25,376"
2026,Female,19,"25,263"
2026,Female,20,"25,332"
2026,Female,21,"25,622"
2026,Female,22,"26,161"
2026,Female,23,"26,730"
2026,Female,24,"27,223"
2026,Female,25,"28,559"
2026,Female,26,"30,098"
2026,Female,27,"32,059"
2026,Female,28,"33,780"
2026,Female,29,"35,313"
2026,Female,30,"38,609"
2026,Female,31,"39,325"
2026,Female,32,"39,423"
2026,Female,33,"39,434"
2026,Female,34,"39,143"
2026,Female,35,"38,594"
2026,Female,36,"39,703"
2026,Female,37,"38,953"
2026,Female,38,"38,244"
2026,Female,39,"37,920"
2026,Female,40,"38,037"
2026,Female,41,"38,308"
2026,Female,42,"37,992"
2026,Female,43,"37,830"
2026,Female,44,"37,451"
2026,Female,45,"36,576"
2026,Female,46,"35,395"
2026,Female,47,"34,349"
2026,Female,48,"33,315"
2026,Female,49,"32,821"
2026,Female,50,"33,158"
2026,Female,51,"32,909"
2026,Female,52,"32,424"
2026,Female,53,"32,714"
2026,Female,54,"32,997"
2026,Female,55,"35,605"
2026,Female,56,"35,236"
2026,Female,57,"35,274"
2026,Female,58,"34,024"
2026,Female,59,"33,074"
2026,Female,60,"34,398"
2026,Female,61,"35,996"
2026,Female,62,"37,870"
2026,Female,63,"37,917"
2026,Female,64,"36,702"
2026,Female,65,"37,128"
2026,Female,66,"36,524"
2026,Female,67,"35,670"
2026,Female,68,"35,188"
2026,Female,69,"34,190"
2026,Female,70,"33,099"
2026,Female,71,"32,574"
2026,Female,72,"30,893"
2026,Female,73,"29,312"
2026,Female,74,"28,014"
2026,Female,75,"27,185"
2026,Female,76,"26,615"
2026,Female,77,"25,233"
2026,Female,78,"24,697"
2026,Female,79,"24,224"
2026,Female,80,"19,592"
2026,Female,81,"17,787"
2026,Female,82,"16,978"
2026,Female,83,"15,640"
2026,Female,84,"13,922"
2026,Female,85,"13,173"
2026,Female,86,"11,598"
2026,Female,87,"10,441"
2026,Female,88,"9,609"
2026,Female,89,"8,555"
2026,Female,90,"7,621"
2026,Female,91,"6,653"
2026,Female,92,"5,733"
2026,Female,93,"5,137"
2026,Female,94,"4,358"
2026,Female,95,"3,688"
2026,Female,96,"2,924"
2026,Female,97,"2,310"
2026,Female,98,"1,722"
2026,Female,99,"1,339"
2026,Female,100+,"3,566"
2027,Male,0,"25,648"
2027,Male,1,"25,852"
2027,Male,2,"26,008"
2027,Male,3,"26,134"
2027,Male,4,"26,228"
2027,Male,5,"26,304"
2027,Male,6,"26,344"
2027,Male,7,"26,350"
2027,Male,8,"26,327"
2027,Male,9,"26,253"
2027,Male,10,"26,195"
2027,Male,11,"26,114"
2027,Male,12,"26,102"
2027,Male,13,"26,032"
2027,Male,14,"26,379"
2027,Male,15,"26,250"
2027,Male,16,"26,242"
2027,Male,17,"27,202"
2027,Male,18,"27,552"
2027,Male,19,"27,633"
2027,Male,20,"27,622"
2027,Male,21,"27,280"
2027,Male,22,"27,421"
2027,Male,23,"28,000"
2027,Male,24,"28,393"
2027,Male,25,"28,878"
2027,Male,26,"29,870"
2027,Male,27,"31,580"
2027,Male,28,"33,249"
2027,Male,29,"34,815"
2027,Male,30,"37,237"
2027,Male,31,"40,675"
2027,Male,32,"41,907"
2027,Male,33,"41,858"
2027,Male,34,"41,330"
2027,Male,35,"40,418"
2027,Male,36,"39,511"
2027,Male,37,"38,821"
2027,Male,38,"38,050"
2027,Male,39,"36,700"
2027,Male,40,"35,930"
2027,Male,41,"36,804"
2027,Male,42,"37,016"
2027,Male,43,"36,497"
2027,Male,44,"36,235"
2027,Male,45,"35,672"
2027,Male,46,"35,708"
2027,Male,47,"34,947"
2027,Male,48,"33,518"
2027,Male,49,"32,308"
2027,Male,50,"31,961"
2027,Male,51,"31,793"
2027,Male,52,"31,568"
2027,Male,53,"30,630"
2027,Male,54,"31,003"
2027,Male,55,"31,268"
2027,Male,56,"33,338"
2027,Male,57,"33,150"
2027,Male,58,"32,604"
2027,Male,59,"31,662"
2027,Male,60,"31,138"
2027,Male,61,"31,739"
2027,Male,62,"33,449"
2027,Male,63,"34,550"
2027,Male,64,"35,486"
2027,Male,65,"34,013"
2027,Male,66,"34,405"
2027,Male,67,"33,522"
2027,Male,68,"32,535"
2027,Male,69,"32,565"
2027,Male,70,"31,456"
2027,Male,71,"30,930"
2027,Male,72,"29,840"
2027,Male,73,"28,557"
2027,Male,74,"27,170"
2027,Male,75,"25,898"
2027,Male,76,"24,974"
2027,Male,77,"24,027"
2027,Male,78,"22,566"
2027,Male,79,"21,884"
2027,Male,80,"20,700"
2027,Male,81,"16,607"
2027,Male,82,"14,777"
2027,Male,83,"13,811"
2027,Male,84,"12,437"
2027,Male,85,"10,802"
2027,Male,86,"9,638"
2027,Male,87,"8,446"
2027,Male,88,"7,476"
2027,Male,89,"6,512"
2027,Male,90,"5,742"
2027,Male,91,"5,060"
2027,Male,92,"4,282"
2027,Male,93,"3,535"
2027,Male,94,"3,012"
2027,Male,95,"2,531"
2027,Male,96,"1,953"
2027,Male,97,"1,488"
2027,Male,98,"1,140"
2027,Male,99,802
2027,Male,100+,"1,872"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2027,Female,0,"24,407"
2027,Female,1,"24,603"
2027,Female,2,"24,740"
2027,Female,3,"24,841"
2027,Female,4,"24,909"
2027,Female,5,"24,948"
2027,Female,6,"24,960"
2027,Female,7,"24,945"
2027,Female,8,"24,901"
2027,Female,9,"24,798"
2027,Female,10,"24,704"
2027,Female,11,"24,617"
2027,Female,12,"24,433"
2027,Female,13,"24,294"
2027,Female,14,"24,691"
2027,Female,15,"24,575"
2027,Female,16,"24,858"
2027,Female,17,"24,747"
2027,Female,18,"25,433"
2027,Female,19,"25,820"
2027,Female,20,"25,799"
2027,Female,21,"25,932"
2027,Female,22,"26,288"
2027,Female,23,"26,873"
2027,Female,24,"27,540"
2027,Female,25,"28,061"
2027,Female,26,"29,395"
2027,Female,27,"30,941"
2027,Female,28,"32,904"
2027,Female,29,"34,667"
2027,Female,30,"36,179"
2027,Female,31,"39,469"
2027,Female,32,"40,138"
2027,Female,33,"40,182"
2027,Female,34,"40,100"
2027,Female,35,"39,713"
2027,Female,36,"39,112"
2027,Female,37,"40,177"
2027,Female,38,"39,379"
2027,Female,39,"38,670"
2027,Female,40,"38,318"
2027,Female,41,"38,422"
2027,Female,42,"38,656"
2027,Female,43,"38,322"
2027,Female,44,"38,111"
2027,Female,45,"37,744"
2027,Female,46,"36,801"
2027,Female,47,"35,623"
2027,Female,48,"34,555"
2027,Female,49,"33,475"
2027,Female,50,"32,972"
2027,Female,51,"33,295"
2027,Female,52,"33,039"
2027,Female,53,"32,519"
2027,Female,54,"32,842"
2027,Female,55,"33,119"
2027,Female,56,"35,688"
2027,Female,57,"35,304"
2027,Female,58,"35,355"
2027,Female,59,"34,116"
2027,Female,60,"33,135"
2027,Female,61,"34,468"
2027,Female,62,"36,033"
2027,Female,63,"37,841"
2027,Female,64,"37,865"
2027,Female,65,"36,651"
2027,Female,66,"37,066"
2027,Female,67,"36,453"
2027,Female,68,"35,546"
2027,Female,69,"35,016"
2027,Female,70,"33,918"
2027,Female,71,"32,801"
2027,Female,72,"32,281"
2027,Female,73,"30,588"
2027,Female,74,"28,945"
2027,Female,75,"27,617"
2027,Female,76,"26,688"
2027,Female,77,"26,127"
2027,Female,78,"24,723"
2027,Female,79,"24,110"
2027,Female,80,"23,580"
2027,Female,81,"18,961"
2027,Female,82,"17,190"
2027,Female,83,"16,327"
2027,Female,84,"15,007"
2027,Female,85,"13,358"
2027,Female,86,"12,543"
2027,Female,87,"10,955"
2027,Female,88,"9,789"
2027,Female,89,"8,832"
2027,Female,90,"7,873"
2027,Female,91,"6,900"
2027,Female,92,"5,962"
2027,Female,93,"5,081"
2027,Female,94,"4,474"
2027,Female,95,"3,674"
2027,Female,96,"3,044"
2027,Female,97,"2,417"
2027,Female,98,"1,793"
2027,Female,99,"1,385"
2027,Female,100+,"3,755"
2028,Male,0,"25,651"
2028,Male,1,"25,903"
2028,Male,2,"26,108"
2028,Male,3,"26,276"
2028,Male,4,"26,410"
2028,Male,5,"26,525"
2028,Male,6,"26,587"
2028,Male,7,"26,629"
2028,Male,8,"26,635"
2028,Male,9,"26,623"
2028,Male,10,"26,557"
2028,Male,11,"26,492"
2028,Male,12,"26,413"
2028,Male,13,"26,402"
2028,Male,14,"26,335"
2028,Male,15,"26,660"
2028,Male,16,"26,548"
2028,Male,17,"26,513"
2028,Male,18,"27,517"
2028,Male,19,"27,968"
2028,Male,20,"28,131"
2028,Male,21,"28,133"
2028,Male,22,"27,850"
2028,Male,23,"28,012"
2028,Male,24,"28,621"
2028,Male,25,"29,127"
2028,Male,26,"29,593"
2028,Male,27,"30,627"
2028,Male,28,"32,351"
2028,Male,29,"33,968"
2028,Male,30,"35,505"
2028,Male,31,"37,881"
2028,Male,32,"41,255"
2028,Male,33,"42,419"
2028,Male,34,"42,378"
2028,Male,35,"41,817"
2028,Male,36,"40,874"
2028,Male,37,"39,944"
2028,Male,38,"39,202"
2028,Male,39,"38,447"
2028,Male,40,"37,067"
2028,Male,41,"36,257"
2028,Male,42,"37,122"
2028,Male,43,"37,322"
2028,Male,44,"36,727"
2028,Male,45,"36,437"
2028,Male,46,"35,797"
2028,Male,47,"35,841"
2028,Male,48,"35,039"
2028,Male,49,"33,558"
2028,Male,50,"32,312"
2028,Male,51,"31,991"
2028,Male,52,"31,792"
2028,Male,53,"31,567"
2028,Male,54,"30,621"
2028,Male,55,"31,018"
2028,Male,56,"31,269"
2028,Male,57,"33,339"
2028,Male,58,"33,119"
2028,Male,59,"32,569"
2028,Male,60,"31,610"
2028,Male,61,"31,064"
2028,Male,62,"31,621"
2028,Male,63,"33,362"
2028,Male,64,"34,368"
2028,Male,65,"35,287"
2028,Male,66,"33,774"
2028,Male,67,"34,173"
2028,Male,68,"33,286"
2028,Male,69,"32,262"
2028,Male,70,"32,264"
2028,Male,71,"31,089"
2028,Male,72,"30,526"
2028,Male,73,"29,402"
2028,Male,74,"28,010"
2028,Male,75,"26,528"
2028,Male,76,"25,274"
2028,Male,77,"24,270"
2028,Male,78,"23,218"
2028,Male,79,"21,698"
2028,Male,80,"20,957"
2028,Male,81,"19,762"
2028,Male,82,"15,794"
2028,Male,83,"13,964"
2028,Male,84,"13,135"
2028,Male,85,"11,715"
2028,Male,86,"10,108"
2028,Male,87,"8,905"
2028,Male,88,"7,792"
2028,Male,89,"6,803"
2028,Male,90,"5,946"
2028,Male,91,"5,068"
2028,Male,92,"4,480"
2028,Male,93,"3,670"
2028,Male,94,"3,033"
2028,Male,95,"2,550"
2028,Male,96,"2,016"
2028,Male,97,"1,603"
2028,Male,98,"1,232"
2028,Male,99,859
2028,Male,100+,"2,062"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2028,Female,0,"24,410"
2028,Female,1,"24,652"
2028,Female,2,"24,835"
2028,Female,3,"24,976"
2028,Female,4,"25,082"
2028,Female,5,"25,158"
2028,Female,6,"25,193"
2028,Female,7,"25,212"
2028,Female,8,"25,195"
2028,Female,9,"25,152"
2028,Female,10,"25,042"
2028,Female,11,"24,977"
2028,Female,12,"24,899"
2028,Female,13,"24,687"
2028,Female,14,"24,561"
2028,Female,15,"24,978"
2028,Female,16,"24,856"
2028,Female,17,"25,140"
2028,Female,18,"25,095"
2028,Female,19,"25,879"
2028,Female,20,"26,358"
2028,Female,21,"26,401"
2028,Female,22,"26,600"
2028,Female,23,"27,002"
2028,Female,24,"27,686"
2028,Female,25,"28,382"
2028,Female,26,"28,902"
2028,Female,27,"30,244"
2028,Female,28,"31,793"
2028,Female,29,"33,798"
2028,Female,30,"35,539"
2028,Female,31,"37,045"
2028,Female,32,"40,286"
2028,Female,33,"40,901"
2028,Female,34,"40,851"
2028,Female,35,"40,673"
2028,Female,36,"40,235"
2028,Female,37,"39,591"
2028,Female,38,"40,605"
2028,Female,39,"39,807"
2028,Female,40,"39,070"
2028,Female,41,"38,706"
2028,Female,42,"38,774"
2028,Female,43,"38,989"
2028,Female,44,"38,604"
2028,Female,45,"38,405"
2028,Female,46,"37,969"
2028,Female,47,"37,029"
2028,Female,48,"35,829"
2028,Female,49,"34,714"
2028,Female,50,"33,625"
2028,Female,51,"33,110"
2028,Female,52,"33,425"
2028,Female,53,"33,133"
2028,Female,54,"32,649"
2028,Female,55,"32,966"
2028,Female,56,"33,211"
2028,Female,57,"35,755"
2028,Female,58,"35,387"
2028,Female,59,"35,444"
2028,Female,60,"34,174"
2028,Female,61,"33,211"
2028,Female,62,"34,514"
2028,Female,63,"36,016"
2028,Female,64,"37,791"
2028,Female,65,"37,808"
2028,Female,66,"36,595"
2028,Female,67,"36,994"
2028,Female,68,"36,325"
2028,Female,69,"35,374"
2028,Female,70,"34,736"
2028,Female,71,"33,613"
2028,Female,72,"32,507"
2028,Female,73,"31,961"
2028,Female,74,"30,204"
2028,Female,75,"28,536"
2028,Female,76,"27,114"
2028,Female,77,"26,200"
2028,Female,78,"25,600"
2028,Female,79,"24,138"
2028,Female,80,"23,472"
2028,Female,81,"22,815"
2028,Female,82,"18,324"
2028,Female,83,"16,532"
2028,Female,84,"15,666"
2028,Female,85,"14,399"
2028,Female,86,"12,723"
2028,Female,87,"11,849"
2028,Female,88,"10,274"
2028,Female,89,"9,000"
2028,Female,90,"8,131"
2028,Female,91,"7,132"
2028,Female,92,"6,187"
2028,Female,93,"5,287"
2028,Female,94,"4,428"
2028,Female,95,"3,773"
2028,Female,96,"3,034"
2028,Female,97,"2,518"
2028,Female,98,"1,877"
2028,Female,99,"1,443"
2028,Female,100+,"3,934"
2029,Male,0,"25,609"
2029,Male,1,"25,907"
2029,Male,2,"26,160"
2029,Male,3,"26,377"
2029,Male,4,"26,553"
2029,Male,5,"26,709"
2029,Male,6,"26,809"
2029,Male,7,"26,874"
2029,Male,8,"26,916"
2029,Male,9,"26,933"
2029,Male,10,"26,929"
2029,Male,11,"26,854"
2029,Male,12,"26,792"
2029,Male,13,"26,715"
2029,Male,14,"26,707"
2029,Male,15,"26,618"
2029,Male,16,"26,960"
2029,Male,17,"26,820"
2029,Male,18,"26,830"
2029,Male,19,"27,934"
2029,Male,20,"28,467"
2029,Male,21,"28,643"
2029,Male,22,"28,704"
2029,Male,23,"28,443"
2029,Male,24,"28,636"
2029,Male,25,"29,359"
2029,Male,26,"29,845"
2029,Male,27,"30,354"
2029,Male,28,"31,403"
2029,Male,29,"33,075"
2029,Male,30,"34,662"
2029,Male,31,"36,153"
2029,Male,32,"38,468"
2029,Male,33,"41,772"
2029,Male,34,"42,942"
2029,Male,35,"42,868"
2029,Male,36,"42,275"
2029,Male,37,"41,309"
2029,Male,38,"40,327"
2029,Male,39,"39,600"
2029,Male,40,"38,815"
2029,Male,41,"37,395"
2029,Male,42,"36,578"
2029,Male,43,"37,430"
2029,Male,44,"37,553"
2029,Male,45,"36,929"
2029,Male,46,"36,561"
2029,Male,47,"35,931"
2029,Male,48,"35,932"
2029,Male,49,"35,076"
2029,Male,50,"33,558"
2029,Male,51,"32,342"
2029,Male,52,"31,991"
2029,Male,53,"31,791"
2029,Male,54,"31,554"
2029,Male,55,"30,639"
2029,Male,56,"31,021"
2029,Male,57,"31,282"
2029,Male,58,"33,308"
2029,Male,59,"33,082"
2029,Male,60,"32,512"
2029,Male,61,"31,534"
2029,Male,62,"30,953"
2029,Male,63,"31,548"
2029,Male,64,"33,194"
2029,Male,65,"34,183"
2029,Male,66,"35,035"
2029,Male,67,"33,551"
2029,Male,68,"33,931"
2029,Male,69,"33,005"
2029,Male,70,"31,967"
2029,Male,71,"31,888"
2029,Male,72,"30,686"
2029,Male,73,"30,080"
2029,Male,74,"28,840"
2029,Male,75,"27,350"
2029,Male,76,"25,891"
2029,Male,77,"24,565"
2029,Male,78,"23,456"
2029,Male,79,"22,329"
2029,Male,80,"20,783"
2029,Male,81,"20,012"
2029,Male,82,"18,795"
2029,Male,83,"14,928"
2029,Male,84,"13,284"
2029,Male,85,"12,375"
2029,Male,86,"10,967"
2029,Male,87,"9,343"
2029,Male,88,"8,219"
2029,Male,89,"7,094"
2029,Male,90,"6,213"
2029,Male,91,"5,249"
2029,Male,92,"4,489"
2029,Male,93,"3,841"
2029,Male,94,"3,151"
2029,Male,95,"2,568"
2029,Male,96,"2,031"
2029,Male,97,"1,656"
2029,Male,98,"1,328"
2029,Male,99,928
2029,Male,100+,"2,251"
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
2029,Female,0,"24,369"
2029,Female,1,"24,656"
2029,Female,2,"24,884"
2029,Female,3,"25,072"
2029,Female,4,"25,219"
2029,Female,5,"25,333"
2029,Female,6,"25,404"
2029,Female,7,"25,446"
2029,Female,8,"25,463"
2029,Female,9,"25,447"
2029,Female,10,"25,397"
2029,Female,11,"25,317"
2029,Female,12,"25,260"
2029,Female,13,"25,155"
2029,Female,14,"24,956"
2029,Female,15,"24,850"
2029,Female,16,"25,261"
2029,Female,17,"25,139"
2029,Female,18,"25,490"
2029,Female,19,"25,543"
2029,Female,20,"26,418"
2029,Female,21,"26,962"
2029,Female,22,"27,071"
2029,Female,23,"27,317"
2029,Female,24,"27,820"
2029,Female,25,"28,533"
2029,Female,26,"29,228"
2029,Female,27,"29,756"
2029,Female,28,"31,100"
2029,Female,29,"32,691"
2029,Female,30,"34,675"
2029,Female,31,"36,410"
2029,Female,32,"37,868"
2029,Female,33,"41,053"
2029,Female,34,"41,574"
2029,Female,35,"41,428"
